"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","26/1593","87/9436",0.298850574712644,1.77021595918927,3.25257479485859,0.00181793149804438,0.00998419521148182,0.00650020619183788,"5293/1647/7042/2353/7043/207/5604/5595/8313/4087/4089/596/5296/4436/2956/7039/83439/5594/5291/5290/1950/51426/324/5898/1956/5900",26
"Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","11/1593","26/9436",0.423076923076923,2.50606016707712,3.4655479897211,0.00199385070028494,0.0104492793015353,0.00680299899765305,"10560/8029/949/4363/113235/338/151056/80704/686/5948/9963",11
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","31/1593","110/9436",0.281818181818182,1.66932602864806,3.18217517797542,0.00200268717816506,0.0104492793015353,0.00680299899765305,"5293/3570/5214/5209/3098/3458/3479/2321/112399/207/5604/3480/1387/5579/5595/4843/596/5296/2034/3460/5594/7018/5291/5290/1950/817/815/3459/3569/1956/1978",31
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","27/1593","92/9436",0.293478260869565,1.73839351510685,3.20739985553198,0.00201092505256777,0.0104492793015353,0.00680299899765305,"5567/2773/5592/1813/3709/10376/84790/7082/5604/5607/5579/5595/84617/10746/23236/5332/5594/3708/5156/1950/2982/5159/203068/1956/2770/2776/1902",27
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","29/1593","101/9436",0.287128712871287,1.70078250762929,3.19098315201286,0.00202341535607765,0.0104492793015353,0.00680299899765305,"5293/998/7042/51196/1284/7043/207/5579/5595/6347/1277/4087/4089/596/5296/5581/3553/2335/1286/23236/5332/7056/5594/5580/5291/5290/5603/3569/1278",29
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","33/1593","120/9436",0.275,1.62893910860013,3.12479993236,0.00227141080657318,0.0115574726334459,0.00752448781124861,"7161/5293/998/6195/356/9261/5664/10019/4792/207/5604/5607/4916/5595/596/4145/5296/805/5594/3656/5580/5291/5290/817/814/815/5603/2309/4217/6196/8767/4915/53358",33
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","19/1593","59/9436",0.322033898305085,1.90754040452403,3.15135805200797,0.00285412161849751,0.0141207559764358,0.00919331237893907,"5293/1647/29119/207/5604/5595/8313/5296/1496/83439/5594/5291/5290/1950/51426/324/1495/2309/1956",19
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","50/1593","203/9436",0.246305418719212,1.45896919713401,2.97918774946545,0.0028568003420535,0.0141207559764358,0.00919331237893907,"998/356/10006/3688/355/2017/5058/23365/10376/84790/7009/10810/4792/2353/23191/7082/4644/4643/4629/5595/4628/71/84617/6093/4645/9475/3554/3553/10096/10787/4430/5594/9076/5062/4651/2149/26999/8737/203068/5603/4646/6885/8936/2534/60/3569/1364/55971/1902/100288814",50
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","40/1593","155/9436",0.258064516129032,1.52862321041654,2.99055933318196,0.00300875440455319,0.0146623806193719,0.00954593688027253,"54361/5567/2773/5087/779/5929/3776/2271/81029/775/3709/949/5604/5151/5595/8313/898/83439/1385/23236/5332/1869/5594/8911/3708/776/7474/817/8622/324/815/1871/196/9586/1395/1956/2770/8321/2776/2516",40
"Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","16/1593","47/9436",0.340425531914894,2.01648168182607,3.14830318435787,0.00320869291507848,0.0154195520641271,0.0100388930384034,"5293/777/3098/6833/775/8835/5315/5595/773/5296/5581/5594/5580/776/5291/5290",16
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","27/1593","95/9436",0.28421052631579,1.68349687778769,3.01744514934521,0.00332323716489549,0.015751233685669,0.0102548342218837,"7042/6387/4312/4314/3458/2321/8600/2353/7043/527/6347/6348/414062/535/8792/54/3553/940/1493/523/941/2919/1437/3117/3569/50617/51606",27
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","22/1593","73/9436",0.301369863013699,1.78513874915082,3.03485581523572,0.00352435822643824,0.0164787560317247,0.0107284873464834,"5293/1647/5979/207/5604/5579/5595/5296/238/7039/1869/6789/5594/2272/5291/5290/1950/51426/1871/2309/1956/3082",22
"Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","10/1593","24/9436",0.416666666666667,2.46808955848504,3.24530070477682,0.00363466702100665,0.0167679305235774,0.0109167542806375,"2134/2135/2132/26035/9955/64132/9957/9348/3340/2131",10
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","40/1593","157/9436",0.254777070063694,1.50915030327748,2.8992320585767,0.0038404808349739,0.0174842943276444,0.0113831426410584,"5087/5743/9261/3586/9023/1793/10062/80824/196527/121601/55576/488/51761/23250/7057/23339/5604/4240/5595/9564/3690/2057/1788/51454/1385/4773/5594/961/3693/817/84466/815/84868/5603/27072/948/286046/114786/5747/19",40
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","49/1593","201/9436",0.243781094527363,1.44401657750169,2.86758629701952,0.00389480349422011,0.0175013247922099,0.0113942303180192,"5081/3065/1647/5087/85414/648/7490/4005/4314/7704/2313/2120/466/3479/2322/2321/6495/4149/2530/64919/597/9915/3480/26471/3684/9611/84444/7849/5077/861/2078/4286/2119/8842/4299/51426/1437/8351/8353/8968/8355/860/3569/5218/862/5747/4300/7185/5090",49
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","31/1593","115/9436",0.269565217391304,1.59674663609815,2.90165235287575,0.00421455222843166,0.0186953214235558,0.012171581334472,"5567/2773/5743/779/775/3709/10411/54331/123745/283748/10681/5604/5579/5595/2775/773/8605/23236/5332/351/5594/3708/776/59345/2560/3781/1843/2770/3361/2776/5742",31
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","29/1593","106/9436",0.273584905660377,1.62055691764678,2.89555264020147,0.00440209367917828,0.0192800558607049,0.0125522724496223,"5293/4314/3479/4792/207/5604/3480/1387/5595/113235/596/5296/898/7039/83439/1385/1869/2078/5594/5291/5290/2119/5156/1950/5159/1871/9586/1956/2260",29
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","21/1593","70/9436",0.3,1.77702448210923,2.94065705006581,0.00456791261564439,0.019756222062662,0.0128622802598408,"5293/998/7042/2271/5058/2113/112399/7043/207/5604/9915/1387/5595/5296/2034/7039/5594/5291/5290/5062/3082",21
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","34/1593","130/9436",0.261538461538462,1.54920083055676,2.84157465211256,0.00474123472332567,0.0202526816576627,0.0131855000752657,"5293/5567/2773/408/4312/1284/4792/54331/2353/207/10681/5604/5595/2775/6416/4843/1277/4087/5296/1385/1286/23236/5332/5594/5291/5290/59345/59350/5603/9586/1956/2770/1278/53358",34
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","26/1593","93/9436",0.279569892473118,1.65600847795125,2.86513760308912,0.00498171021864873,0.0209024511400611,0.013608532229915,"5293/1647/5743/3688/1284/4792/4149/7187/207/4843/596/5296/898/3655/2335/1286/1869/2272/5291/5290/51426/1871/3908/5747/7185/331",26
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","42/1593","169/9436",0.248520710059172,1.47209128695439,2.79085638394707,0.00501417180527477,0.0209024511400611,0.013608532229915,"5293/5567/22800/55626/7405/643246/3146/53349/207/440275/23339/5604/3480/5595/7314/9110/57521/5289/57724/596/6794/5296/57448/10010/8837/84557/9342/5594/8897/3708/5580/5291/5290/9711/23001/55255/8878/6885/27072/9821/7248/170067",42
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","46/1593","189/9436",0.243386243386243,1.44167771035317,2.76422689810194,0.00521849455305539,0.0214952275637758,0.0139944590771159,"3716/5586/115362/3428/9447/140609/90550/171389/838/3709/643246/5027/4792/7187/7158/5595/64127/22861/51393/6347/596/5585/84168/3553/10010/23236/5332/84557/5594/3708/820/5580/846/2919/118429/55914/7416/8737/5603/6885/3569/10135/8767/79792/3439/331",46
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","27/1593","98/9436",0.275510204081633,1.6319612590799,2.83409426582926,0.00529655565452,0.0215600971348697,0.0140366923847341,"5293/51196/5286/8525/8898/3709/3705/5579/9110/3613/5289/5296/805/3631/200576/23236/5332/8897/3708/5291/5290/1608/1609/8871/9162/54928/8776",27
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","34/1593","132/9436",0.257575757575758,1.52572809069984,2.74126505761285,0.00611345615819963,0.0245747843728881,0.0159994032728873,"5567/2773/5525/406/408/1813/775/3709/55012/54331/2353/5527/207/10681/5579/2775/773/805/1385/23236/5332/3708/776/5523/59345/5530/817/2891/815/2890/5603/9586/2770/2776",34
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","41/1593","166/9436",0.246987951807229,1.46301212382487,2.71234089866559,0.00617920878740249,0.0245747843728881,0.0159994032728873,"2773/779/134/5592/3778/10335/7225/775/5139/3709/4659/488/624/207/5604/5595/1258/146850/23533/6093/9475/5581/805/1385/23236/5332/4773/5594/3708/491/776/4638/5530/2982/7416/154/9586/2770/2626/2776/492",41
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","25/1593","90/9436",0.277777777777778,1.64539303899003,2.77249247418467,0.00636492517421739,0.0250257285259002,0.0162929902784991,"5293/3716/55509/3458/4792/2353/10538/207/10125/5604/27040/5595/5296/238/940/4773/3460/5594/5291/5290/5530/1950/5603/3459/1956",25
"Cellular Processes","Cell motility","hsa04814","Motor proteins","47/1593","197/9436",0.238578680203046,1.41320051876707,2.64130905527198,0.0071016326564357,0.0273112534637104,0.0177809803505751,"23095/832/57576/7135/55083/10376/84790/196385/23026/1778/3831/4644/4643/7168/4629/55567/3801/10749/4628/8735/399687/4635/64446/8632/71/103910/84617/4645/72/1768/4430/547/55614/4634/22989/1767/4651/285643/63971/203068/3833/4646/60/1780/93408/23303/27019",47
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","22/1593","77/9436",0.285714285714286,1.69240426867546,2.74933783233271,0.00710408327090733,0.0273112534637104,0.0177809803505751,"5293/3065/1647/7042/1488/9846/867/4792/7043/207/5604/5595/4089/5296/1869/861/5594/5291/5290/51426/1871/53358",22
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","37/1593","148/9436",0.25,1.48085373509102,2.65717697669682,0.00732779218009456,0.0278617153221178,0.0181393583174116,"5293/54361/1647/4853/81029/4040/3479/2254/8600/2353/207/5604/3480/5595/8313/5296/8648/83439/1869/8202/5594/7474/5291/5290/2250/1950/2247/51426/324/1452/2324/1871/1956/8321/2260/53358/8823",37
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","36/1593","144/9436",0.25,1.48085373509102,2.62045901743872,0.00808956979668007,0.0304238168440359,0.0198074134609787,"5293/54361/3716/7044/648/4838/81029/3479/652/2103/207/5604/3480/5595/7703/8313/4087/4089/5296/92/90/659/5594/3976/7474/5291/5290/658/2247/3977/324/3720/5603/3624/8321/2260",36
"Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","15/1593","47/9436",0.319148936170213,1.89045157671194,2.75795578474416,0.00835210089213147,0.0310611607667573,0.0202223559601037,"6487/23127/2590/374378/11226/145173/57452/2589/11227/117248/6480/152002/55568/56913/168391",15
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","20/1593","69/9436",0.289855072463768,1.7169318667722,2.69364217068341,0.00843858124877222,0.0310611607667573,0.0202223559601037,"5567/2773/779/134/3778/775/5139/3709/805/1385/23236/5332/3708/776/5530/2982/154/5137/2770/2776",20
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","35/1593","140/9436",0.25,1.48085373509102,2.58325147949754,0.00893234174380516,0.0325325288774377,0.0211802895642582,"6548/5567/2773/55811/22800/3709/643246/54331/207/6263/10681/5604/5595/146850/23533/4843/4635/5289/4087/4089/5581/805/23236/5332/84557/5594/3708/4634/4638/59345/10891/814/2770/51422/2776",35
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","41/1593","170/9436",0.241176470588235,1.42858830914663,2.54130251209991,0.00944411818630105,0.0340381759631267,0.0221605404810134,"5293/54361/1647/7042/3481/81029/4040/8110/7043/207/5604/3480/5579/5595/8313/71/4087/4089/6597/5296/7039/83439/4780/1869/5594/55193/7474/5291/5290/51426/324/1452/1871/57492/60/1956/3082/8321/6604/6595/53358",41
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","22/1593","79/9436",0.278481012658228,1.64955859098747,2.61277068466329,0.0097832460199867,0.034896939411499,0.0227196380713744,"65108/3716/4688/5743/3586/7042/3688/3458/4792/2353/7043/5579/5595/3684/4843/3553/3460/5594/3117/5603/6885/3459",22
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","20/1593","71/9436",0.28169014084507,1.66856758883496,2.54834565527045,0.0117550201406918,0.0415024180477488,0.0270201322245763,"5293/5214/5979/3098/2322/207/5604/5315/4916/3418/5595/5296/2744/5594/5291/5290/5156/5159/1956/2260",20
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","21/1593","76/9436",0.276315789473684,1.63673307562692,2.51167830692548,0.0125281463704612,0.0433694721261003,0.0282356770154714,"6548/5567/2773/3776/3758/3709/5579/2520/71/805/23236/5332/3708/4638/6750/817/815/60/2770/115111/2776",21
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","28/1593","109/9436",0.256880733944954,1.52161117734124,2.46846448011259,0.012534529516214,0.0433694721261003,0.0282356770154714,"3716/3570/3559/6778/3458/4792/2353/6095/3566/50615/27040/5595/30009/4087/4089/3554/3553/4773/3460/861/5594/5530/3662/3117/5603/3459/196/3569",28
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","14/1593","45/9436",0.311111111111111,1.84284020366883,2.55407303889299,0.0135013727614963,0.0457360136300518,0.0297764128896595,"24/6833/10257/21/4363/8714/23461/26154/9619/10057/89845/154664/5243/19",14
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","34/1593","139/9436",0.244604316546763,1.44889286311064,2.40279333141152,0.0137790884864588,0.0457360136300518,0.0297764128896595,"5293/5567/2773/3709/3875/2353/207/5604/5595/2775/390792/8688/596/5296/9687/8648/805/7039/1385/23236/5332/8202/5594/3708/5580/5291/5290/2289/9586/1956/2770/2776/53358/9568",34
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","23/1593","86/9436",0.267441860465116,1.58416911195784,2.45256057498562,0.0138462793588756,0.0457360136300518,0.0297764128896595,"5567/3782/779/3778/6833/775/5579/3780/3783/11069/1385/23236/5332/6616/885/776/817/3781/815/9586/27445/9699/2776",23
"Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","27/1593","105/9436",0.257142857142857,1.52316384180791,2.4294390492894,0.0138524487815627,0.0457360136300518,0.0297764128896595,"255631/1301/1305/120103/1361/1284/23428/1277/3783/1803/1290/1286/1291/1292/256076/84570/4224/81578/1297/1303/1278/136227/5644/7373/6505/1306/85301",27
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","35/1593","144/9436",0.243055555555556,1.43971890911627,2.39629079789498,0.0138794261016053,0.0457360136300518,0.0297764128896595,"5293/9698/1600/115209/3752/90550/55626/3709/488/6311/5687/207/6095/5579/5718/5289/773/5296/5714/23369/23236/5332/11317/25814/3708/5291/5290/3516/2891/7416/2890/4217/5649/9821/2776",35
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","24/1593","91/9436",0.263736263736264,1.56221932493119,2.42870376073072,0.0143990171051772,0.0470005652678424,0.0305996987140806,"5142/5567/2773/134/408/5139/54331/2567/10681/5151/5579/2775/5141/773/5143/59345/2557/2560/5144/8622/10846/5137/2770/9568",24
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","49/1593","216/9436",0.226851851851852,1.34373764850852,2.30317134892865,0.0159007606645102,0.0514174129899114,0.0334752856094951,"5293/998/10451/22926/356/4688/355/4312/4314/4973/4792/2353/7187/207/5595/6416/6347/6348/414062/596/5296/5452/9475/338/805/3553/10010/4780/23236/5332/4773/9619/5594/3708/5291/5290/2919/5530/817/815/5603/6885/4217/3569/948/5747/3439/19/7410",49
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","45/1593","196/9436",0.229591836734694,1.35996771589992,2.2950562544117,0.0164918109487831,0.0528348758173978,0.0343981242011656,"5293/3065/440689/8337/4688/7450/51564/3146/207/5604/5579/5595/3684/3690/71/5296/2357/23236/5332/5594/820/5291/5290/1182/7416/9555/8366/8335/3018/8344/8351/3013/8367/3012/8353/8361/8968/8345/8355/8346/8331/5603/6885/60/79792",45
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","19/1593","69/9436",0.27536231884058,1.63108527343359,2.37110105521105,0.0176524448031581,0.05603436607241,0.0364811510176323,"5293/10451/9846/207/123745/283748/5604/27040/5595/6416/5296/8605/5594/5291/5290/1437/5603/2534/7410",19
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","42/1593","182/9436",0.230769230769231,1.36694190931479,2.25271367519502,0.018419866843087,0.0579388538882553,0.0377210670279484,"4802/3716/3586/7042/4360/23365/7421/3458/8411/7043/207/527/1387/5595/3684/3687/64127/8844/4843/535/5289/596/1054/805/3553/1385/3460/5594/3656/820/5530/817/3313/815/3117/5603/3459/3569/50617/51606/8767/3439",42
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","37/1593","157/9436",0.235668789808917,1.39596403053167,2.25472047049929,0.0188556642712958,0.0582830324319048,0.0379451443274342,"5293/1647/9261/7042/90550/8945/22800/2113/3709/59341/7043/207/5604/5595/4087/5296/898/805/1869/4773/5594/3708/776/5291/5290/5530/7416/23291/8878/1871/3135/5603/2309/3569/2626/1978/7248",37
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","34/1593","142/9436",0.23943661971831,1.41828245050971,2.26334216622579,0.0188661839085935,0.0582830324319048,0.0379451443274342,"5293/4688/3458/59341/652/2353/207/5607/6416/6347/3690/71/596/5296/6382/805/3554/3553/92/90/4780/659/7056/5291/5290/3791/658/1843/8878/5603/6885/4217/60/5747",34
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","25/1593","98/9436",0.255102040816327,1.5110752398888,2.29196867049254,0.0191977716184554,0.0587825573450051,0.0382703598169489,"5567/779/57172/775/3709/466/949/5587/5579/23683/5581/805/1385/23236/5332/8911/3708/491/776/817/814/815/9586/2776/492",25
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","18/1593","65/9436",0.276923076923077,1.64033029117775,2.33456241233874,0.0194299951433245,0.0589717396455287,0.0383935268760059,"5567/5087/779/3776/775/3709/949/5151/1385/23236/5332/8911/3708/776/8622/9586/2776/2516",18
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","19/1593","70/9436",0.271428571428571,1.60778405524168,2.3001649344593,0.0205082551153455,0.0617030979992134,0.0401717766103793,"8672/27/1604/8082/6645/71/1837/940/1605/941/6444/3135/3117/2534/3908/60/137868/6641/1756",19
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","32/1593","133/9436",0.240601503759398,1.42518254204249,2.22549932438285,0.0207951891035547,0.0620270295674992,0.0403826721248702,"5293/1647/356/3586/7042/3479/7043/207/5604/3480/1387/5347/5595/4089/6794/5296/6789/5594/1454/102800317/5291/5290/1950/10769/9456/5603/2309/3569/1956/51422/23678/114907",32
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","64/1593","298/9436",0.214765100671141,1.27214280598423,2.15138009526234,0.0213954033787634,0.0632718766585652,0.041193129312239,"943/3570/356/7292/3586/7042/3559/6387/4838/355/94/3458/55504/8600/652/7043/3603/3566/50615/27189/6347/6356/6346/6348/414062/8792/8740/2057/3554/8808/3553/27178/27177/26525/84639/3557/7852/92/90/659/3460/3976/5008/2829/768211/5197/2919/5196/658/5618/3977/9180/1437/3578/653/3459/3569/3624/392255/90865/3439/338376/9966/944",64
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","26/1593","105/9436",0.247619047619048,1.46675036618539,2.16746929979399,0.0247586436391186,0.072597378806229,0.0472644936554092,"5293/5743/9261/3586/22800/5058/23365/3709/4792/207/5595/8844/9020/5296/602/805/3553/4773/5594/3708/5580/5291/5290/5530/5603/3569",26
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","44/1593","196/9436",0.224489795918367,1.32974621110214,2.10237215931037,0.0253984683050238,0.0738476473406576,0.0480784804712526,"5293/3716/5743/9261/355/3709/643246/4792/54331/2353/7187/207/10681/5604/1387/5595/146850/23533/6416/7314/5289/5296/805/83439/1385/1869/84557/57580/4773/5594/3708/5291/5290/59345/2919/5530/2247/1437/1871/3135/5603/3459/3569/3439",44
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","25/1593","101/9436",0.247524752475248,1.4661918169218,2.12278448335739,0.0274316992283519,0.0790947327750814,0.0514945932883097,"54361/5567/2773/81029/4254/1638/5604/1387/5579/5595/2775/805/83439/1385/23236/5332/5594/7474/4286/817/815/2770/8321/7306/2776",25
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","49/1593","224/9436",0.21875,1.29574701820465,2.01885511177263,0.0297946761090812,0.0851979994524141,0.0554681225519216,"5293/3716/5567/7042/3559/9184/8061/25906/2113/9700/4792/2353/7043/207/83660/5604/64784/1387/5595/55697/6416/9020/996/4087/4089/8498/5296/23373/898/3554/1385/1869/4773/5594/25847/5291/5290/1739/5530/10393/1437/7416/4488/1871/3135/3117/3569/9586/331",49
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","20/1593","78/9436",0.256410256410256,1.5188243436831,2.0735468815271,0.0320666174279892,0.0902043059863648,0.0587274763647158,"5214/9924/80349/5073/64282/10140/87178/10438/27258/25904/23016/54464/5393/132430/11044/3313/57472/23658/54512/84186",20
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","16/1593","59/9436",0.271186440677966,1.60634981433603,2.10549895102855,0.0320668486598927,0.0902043059863648,0.0587274763647158,"5293/5567/2773/5743/134/5592/207/5296/51099/11343/5291/5290/154/1081/2770/5742",16
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","24/1593","99/9436",0.242424242424242,1.4359793794822,1.9652490701746,0.0379968026784176,0.106023336505907,0.069026449687448,"5293/5567/4853/3479/2353/207/5604/3480/5595/9611/5469/596/5296/1869/8202/5594/638/5291/5290/1871/5603/1956/5747/53358",24
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","22/1593","90/9436",0.244444444444444,1.44794587431122,1.92429494949841,0.0419222256203397,0.115761752838753,0.0753666416412934,"5293/5567/79602/3479/207/3480/57521/6794/5296/1385/5291/5290/10891/814/2309/27244/9586/51422/1978/9821/7248/79813",22
"Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","23/1593","95/9436",0.242105263157895,1.43408993293025,1.91638411976309,0.0421560140395459,0.115761752838753,0.0753666416412934,"6278/5743/8061/4312/4314/3458/4792/2353/7187/5597/5595/27189/6347/6356/5596/1994/3553/5594/2919/1437/5603/6885/3569",23
NA,NA,"hsa04081","Hormone signaling","47/1593","219/9436",0.214611872146119,1.27123516984983,1.83025245551999,0.0440871517089248,0.120111452687307,0.0781985119412341,"5293/5567/2773/5592/2834/3481/341208/1813/79602/10411/552/3479/54331/1734/10681/3480/2775/2520/3690/4089/6794/2057/5296/2696/7349/90/11069/30061/2797/23236/5332/7068/885/7433/5291/5290/59345/6750/658/4883/5618/154/1081/1395/2770/9630/2776",47
"Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","11/1593","38/9436",0.289473684210526,1.71467274589487,1.98938588014965,0.0447962763376915,0.120431075369542,0.0784066021572317,"5293/3758/3479/5579/5595/23327/5296/5594/5291/5290/4306",11
"Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","18/1593","71/9436",0.253521126760563,1.50171082995146,1.91234608895251,0.0449006032447138,0.120431075369542,0.0784066021572317,"5293/8835/8600/2353/207/5604/5595/8792/9306/5296/5594/5291/5290/5618/5603/1081/2309/53358",18
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","22/1593","91/9436",0.241758241758242,1.43203438118692,1.8663241902652,0.046799012073157,0.12455737059471,0.0810930249688712,"5293/10451/1380/118788/4792/2353/207/5604/5579/5595/5296/25780/4773/5594/5291/5290/27071/5530/55024/640/971/7410",22
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","37/1593","168/9436",0.220238095238095,1.30456162377066,1.795041692667,0.0488733532287439,0.129026347867024,0.0840025507865626,"5293/3716/3570/3586/3559/6778/3458/8835/207/8554/1387/3566/50615/5771/596/9306/2057/5296/3460/3976/5008/5291/5290/5156/1950/5618/3977/9180/1437/3578/5159/3459/3569/1956/3439/338376/2273",37
"Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","10/1593","34/9436",0.294117647058824,1.74218086481297,1.95378522371821,0.0492239246197895,0.129026347867024,0.0840025507865626,"8945/406/6095/4862/1385/1454/102800317/23291/8454/51422",10
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","28/1593","122/9436",0.229508196721311,1.35947228139504,1.80100508539242,0.0505488371005327,0.131502989750258,0.0856149674674633,"5293/5525/5214/5209/79602/3479/55012/5527/207/3480/23417/57521/6794/1994/5296/1385/51719/5523/5291/5290/10891/6885/2309/9586/948/51422/1978/7248",28
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","14/1593","53/9436",0.264150943396226,1.56467564462448,1.85782099124514,0.0528022037480869,0.13634001863312,0.08876411313504,"5567/26052/161/7421/624/5579/163/1785/23236/5332/8218/491/2776/492",14
"Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","9/1593","30/9436",0.3,1.77702448210923,1.92101420092472,0.0539572632113369,0.138290467193501,0.0900339518692094,"2271/55753/8803/3418/4190/3420/8801/6389/4967",9
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","15/1593","58/9436",0.258620689655172,1.53191765699071,1.83122210515187,0.0544133926474294,0.138434072470666,0.0901274460259279,"1503/1806/7371/22978/1854/56953/115024/129607/6241/93034/51733/956/1633/1635/221264",15
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","17/1593","68/9436",0.25,1.48085373509102,1.79341889804135,0.0565429301216442,0.142801852715977,0.0929710875607518,"5293/7704/2322/207/5604/597/5595/3684/5296/83439/861/5594/5291/5290/1437/1978/862",17
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","18/1593","73/9436",0.246575342465753,1.46056806748704,1.78026836586103,0.0571761583327304,0.143354715819744,0.0933310288573936,"9651/5293/51196/5286/8898/3705/9110/3613/5289/3631/200576/23236/5332/8897/5291/5290/8871/8776",18
